time,x,y,z
0.00594091415405,65152,416,16832
0.0110149383545,65152,416,16832
0.0159869194031,65152,416,16832
0.0218529701233,65152,416,16832
0.027055978775,65152,416,16832
0.0328600406647,65152,416,16832
0.0377540588379,65152,416,16832
0.0437040328979,65152,416,16832
0.0487039089203,65152,416,16832
0.0546898841858,65152,416,16832
0.0597009658813,65152,416,16832
0.0655770301819,65152,624,17104
0.0706179141998,65152,624,17104
0.0756249427795,65152,624,17104
0.0814979076385,65152,624,17104
0.0864939689636,65152,624,17104
0.0925068855286,65152,624,17104
0.0975029468536,65152,624,17104
0.10337305069,65152,624,17104
0.108358860016,65152,624,17104
0.114337921143,65152,624,17104
0.120400905609,65152,624,17104
0.125329971313,65152,624,17104
0.130218029022,65152,624,17104
0.136213064194,65152,624,17104
0.142509937286,64960,704,17168
0.148153066635,64960,704,17168
0.153077840805,64960,704,17168
0.158113002777,64960,704,17168
0.164093971252,64960,704,17168
0.169095993042,64960,704,17168
0.174973964691,64960,704,17168
0.179980993271,64960,704,17168
0.186063051224,64960,704,17168
0.1909968853,64960,704,17168
0.196944952011,64960,704,17168
0.201969861984,64960,704,17168
0.206989049911,64960,704,17168
0.212856054306,64960,704,17168
0.217907905579,64960,704,17168
0.223718881607,65136,592,16848
0.228720903397,65136,592,16848
0.234762907028,65136,592,16848
0.239740848541,65136,592,16848
0.245570898056,65136,592,16848
0.250607013702,65136,592,16848
0.256587982178,65136,592,16848
0.261611938477,65136,592,16848
0.267446994781,65136,592,16848
0.272490024567,65136,592,16848
0.278473854065,65136,592,16848
0.283496856689,65136,592,16848
0.288478851318,65136,592,16848
0.29443192482,65136,592,16848
0.299422979355,64992,448,16848
0.306374073029,64992,448,16848
0.311365842819,64992,448,16848
0.317260980606,64992,448,16848
0.322360038757,64992,448,16848
0.328209877014,64992,448,16848
0.333396911621,64992,448,16848
0.339257001877,64992,448,16848
0.344341993332,64992,448,16848
0.350256919861,64992,448,16848
0.355289936066,64992,448,16848
0.360147953033,64992,448,16848
0.365983963013,64992,448,16848
0.371739864349,64992,448,16848
0.377075910568,64992,448,16848
0.382066965103,65344,512,17024
0.388067007065,65344,512,17024
0.393074989319,65344,512,17024
0.398905038834,65344,512,17024
0.403989076614,65344,512,17024
0.409956932068,65344,512,17024
0.414869070053,65344,512,17024
0.419878959656,65344,512,17024
0.425847053528,65344,512,17024
0.431375026703,65344,512,17024
0.436611890793,65344,512,17024
0.441603899002,65344,512,17024
0.447608947754,65344,512,17024
0.452611923218,65344,512,17024
0.458468914032,65264,512,17024
0.464501857758,65264,512,16912
0.470465898514,65264,512,16912
0.47549200058,65264,512,16912
0.481319904327,65264,512,16912
0.486382007599,65264,512,16912
0.492331981659,65264,512,16912
0.497366905212,65264,512,16912
0.502368927002,65264,512,16912
0.508218050003,65264,512,16912
0.513290882111,65264,512,16912
0.519252061844,65264,512,16912
0.524334907532,65264,512,16912
0.530107021332,65264,512,16912
0.535107851028,65264,512,16912
0.541080951691,65232,640,17072
0.546107053757,65232,640,17072
0.55194401741,65232,640,17072
0.556995868683,65232,640,17072
0.561986923218,65232,640,17072
0.567980051041,65232,640,17072
0.572979927063,65232,640,17072
0.578981876373,65232,640,17072
0.58495593071,65232,640,17072
