time,x,y,z
0.001,0.03,0.77,0.68
0.004,0.05,0.76,0.72
0.010,0.06,0.76,0.76
0.014,0.07,0.76,0.78
0.019,0.07,0.76,0.80
0.026,0.06,0.75,0.81
0.029,0.05,0.75,0.80
0.034,0.03,0.75,0.79
0.041,0.02,0.75,0.78
0.044,0.01,0.76,0.76
0.049,0.00,0.77,0.73
0.054,0.00,0.77,0.72
0.090,-0.00,0.77,0.70
0.090,-0.01,0.76,0.68
0.091,-0.01,0.76,0.66
0.091,-0.02,0.76,0.65
0.092,-0.02,0.76,0.64
0.092,-0.01,0.76,0.64
0.093,-0.01,0.76,0.65
0.093,-0.01,0.77,0.65
0.098,-0.01,0.77,0.66
0.103,-0.00,0.77,0.66
0.109,0.00,0.76,0.68
0.113,0.01,0.75,0.70
0.118,0.01,0.75,0.73
0.125,0.01,0.74,0.75
0.128,0.01,0.74,0.76
0.133,0.01,0.73,0.77
0.138,0.00,0.73,0.78
0.143,-0.00,0.74,0.78
0.147,-0.01,0.74,0.76
0.153,0.00,0.73,0.74
0.192,0.02,0.73,0.72
0.193,0.02,0.73,0.71
0.193,0.02,0.74,0.69
0.194,0.02,0.75,0.68
0.194,0.02,0.75,0.66
0.195,0.02,0.75,0.65
0.195,0.02,0.74,0.64
0.196,0.02,0.74,0.64
0.197,0.02,0.74,0.64
0.202,0.02,0.74,0.63
0.209,0.02,0.74,0.63
0.212,0.02,0.73,0.63
0.217,0.02,0.73,0.63
0.226,0.02,0.73,0.62
0.227,0.04,0.73,0.62
0.232,0.04,0.73,0.62
0.237,0.05,0.72,0.62
0.242,0.06,0.71,0.62
0.246,0.06,0.70,0.62
0.251,0.05,0.70,0.61
0.288,0.04,0.69,0.61
0.289,0.03,0.69,0.61
0.290,0.03,0.69,0.61
0.290,0.03,0.69,0.62
0.291,0.03,0.68,0.63
0.292,0.03,0.67,0.63
0.292,0.03,0.67,0.64
0.293,0.03,0.67,0.64
0.296,0.02,0.67,0.64
0.301,0.02,0.67,0.63
0.309,0.02,0.67,0.61
0.311,0.03,0.66,0.60
0.316,0.03,0.65,0.57
0.321,0.04,0.64,0.55
0.326,0.04,0.63,0.53
0.331,0.04,0.61,0.51
0.335,0.05,0.60,0.50
0.342,0.06,0.59,0.50
0.345,0.06,0.58,0.50
0.351,0.07,0.56,0.51
0.388,0.06,0.53,0.52
0.388,0.05,0.51,0.54
0.389,0.03,0.49,0.55
0.389,0.01,0.47,0.57
0.390,-0.01,0.46,0.60
0.390,-0.04,0.45,0.62
0.391,-0.07,0.44,0.65
0.391,-0.10,0.43,0.68
0.395,-0.13,0.41,0.70
