time,x,y,z
0.002,0.13,0.80,0.52
0.007,0.13,0.80,0.49
0.017,0.13,0.79,0.47
0.018,0.13,0.79,0.46
0.022,0.13,0.79,0.45
0.027,0.12,0.79,0.45
0.033,0.12,0.80,0.45
0.037,0.11,0.80,0.44
0.042,0.11,0.81,0.44
0.049,0.12,0.82,0.44
0.051,0.13,0.82,0.47
0.056,0.15,0.82,0.49
0.062,0.17,0.81,0.52
0.100,0.20,0.80,0.56
0.100,0.22,0.80,0.60
0.101,0.23,0.80,0.64
0.101,0.25,0.80,0.70
0.102,0.25,0.79,0.73
0.102,0.23,0.79,0.74
0.105,0.22,0.78,0.72
0.109,0.20,0.78,0.68
0.109,0.19,0.78,0.63
0.111,0.17,0.79,0.59
0.116,0.16,0.78,0.55
0.121,0.16,0.78,0.51
0.126,0.17,0.78,0.49
0.133,0.17,0.78,0.48
0.135,0.17,0.79,0.47
0.140,0.17,0.79,0.48
0.150,0.17,0.79,0.49
0.150,0.18,0.79,0.49
0.155,0.17,0.79,0.50
0.160,0.17,0.79,0.50
0.195,0.16,0.78,0.49
0.196,0.15,0.78,0.49
0.196,0.15,0.78,0.48
0.197,0.16,0.77,0.49
0.197,0.17,0.77,0.51
0.198,0.18,0.76,0.53
0.198,0.19,0.75,0.55
0.200,0.20,0.74,0.57
0.205,0.20,0.73,0.57
0.210,0.20,0.72,0.56
0.216,0.20,0.72,0.54
0.219,0.20,0.72,0.54
0.225,0.20,0.72,0.53
0.233,0.20,0.72,0.51
0.234,0.20,0.72,0.49
0.239,0.19,0.71,0.47
0.244,0.18,0.71,0.44
0.250,0.17,0.70,0.42
0.254,0.16,0.70,0.40
0.259,0.15,0.69,0.39
0.294,0.15,0.69,0.39
0.295,0.15,0.68,0.39
0.295,0.14,0.68,0.39
0.296,0.13,0.67,0.39
0.296,0.12,0.66,0.39
0.297,0.12,0.65,0.40
0.297,0.11,0.65,0.41
0.303,0.12,0.66,0.43
0.304,0.12,0.66,0.46
0.309,0.13,0.67,0.48
0.317,0.14,0.67,0.50
0.320,0.15,0.67,0.53
0.325,0.16,0.68,0.56
0.328,0.16,0.68,0.58
0.336,0.15,0.68,0.59
0.340,0.14,0.68,0.60
0.345,0.13,0.67,0.61
0.354,0.11,0.66,0.61
0.355,0.10,0.66,0.62
0.360,0.08,0.66,0.62
0.419,0.06,0.66,0.63
0.420,0.04,0.65,0.63
0.421,0.02,0.64,0.63
0.421,-0.01,0.64,0.64
0.422,-0.04,0.64,0.65
0.423,-0.06,0.64,0.66
0.427,-0.09,0.65,0.67
0.429,-0.10,0.65,0.69
0.430,-0.11,0.66,0.71
0.431,-0.11,0.67,0.73
0.431,-0.10,0.68,0.75
0.432,-0.09,0.68,0.78
0.433,-0.08,0.68,0.79
0.434,-0.07,0.67,0.81
0.434,-0.07,0.67,0.82
0.438,-0.06,0.66,0.85
0.448,-0.04,0.65,0.88
0.449,-0.03,0.65,0.91
0.454,-0.02,0.65,0.93
0.458,-0.01,0.65,0.94
0.471,0.01,0.65,0.96
0.472,0.05,0.66,0.98
0.473,0.08,0.67,1.00
0.477,0.11,0.69,1.01
0.538,0.12,0.70,1.01
0.539,0.13,0.72,1.01
0.540,0.14,0.73,1.00
0.541,0.15,0.74,0.99
0.541,0.16,0.75,0.99
0.542,0.17,0.77,0.99
0.542,0.17,0.78,0.98
0.543,0.18,0.78,0.98
0.544,0.18,0.79,0.99
0.544,0.18,0.79,1.00
0.545,0.18,0.79,1.02
0.546,0.19,0.80,1.03
0.547,0.20,0.81,1.04
0.547,0.21,0.82,1.06
0.554,0.23,0.83,1.08
0.556,0.25,0.84,1.09
0.562,0.26,0.84,1.10
0.613,0.27,0.84,1.11
0.615,0.27,0.83,1.12
0.615,0.27,0.83,1.12
0.617,0.25,0.83,1.14
0.618,0.23,0.83,1.15
0.618,0.21,0.82,1.16
0.620,0.19,0.82,1.17
0.622,0.16,0.81,1.17
0.622,0.14,0.80,1.17
0.623,0.11,0.80,1.17
0.624,0.09,0.79,1.15
0.625,0.09,0.79,1.12
0.626,0.09,0.78,1.09
0.637,0.11,0.78,1.07
0.638,0.12,0.77,1.05
0.640,0.13,0.76,1.02
0.654,0.13,0.76,1.00
0.655,0.13,0.77,0.98
0.656,0.13,0.78,0.98
0.660,0.12,0.79,0.98
0.721,0.13,0.79,0.99
0.722,0.13,0.77,0.99
0.723,0.14,0.75,1.02
0.724,0.13,0.77,1.04
0.726,0.14,0.79,1.03
0.726,0.14,0.80,0.99
0.727,0.13,0.79,0.97
0.727,0.14,0.78,0.98
0.729,0.19,0.77,1.01
0.730,0.20,0.77,1.01
0.731,0.17,0.78,0.99
0.732,0.15,0.79,0.98
0.732,0.17,0.80,0.97
0.733,0.21,0.80,0.96
0.740,0.26,0.82,0.94
0.741,0.27,0.83,0.93
0.745,0.27,0.84,0.94
0.752,0.27,0.86,0.97
0.754,0.29,0.87,0.98
0.760,0.31,0.89,0.98
0.809,0.33,0.89,0.99
0.810,0.34,0.90,0.99
0.810,0.36,0.90,1.00
0.811,0.37,0.89,0.99
0.812,0.39,0.88,0.98
0.812,0.41,0.87,0.97
0.813,0.43,0.87,0.96
0.814,0.45,0.88,0.94
0.814,0.48,0.89,0.94
0.815,0.51,0.90,0.97
0.815,0.54,0.92,0.97
0.822,0.58,0.93,0.96
0.823,0.61,0.95,0.96
0.828,0.64,0.95,0.96
0.836,0.66,0.95,0.94
0.838,0.68,0.95,0.92
0.844,0.69,0.95,0.91
0.852,0.69,0.94,0.89
0.853,0.68,0.94,0.86
0.859,0.65,0.93,0.83
0.943,0.64,0.92,0.82
0.944,0.65,0.90,0.80
0.945,0.66,0.89,0.79
0.945,0.67,0.88,0.78
0.947,0.67,0.87,0.78
1.029,0.67,0.87,0.78
1.033,0.67,0.88,0.80
1.036,0.69,0.88,0.81
1.039,0.70,0.89,0.81
1.047,0.72,0.90,0.80
1.049,0.74,0.90,0.79
1.051,0.75,0.90,0.77
1.051,0.74,0.90,0.76
1.052,0.73,0.89,0.76
1.053,0.72,0.89,0.75
1.053,0.70,0.89,0.74
1.054,0.69,0.89,0.73
1.055,0.69,0.88,0.73
1.056,0.69,0.88,0.72
1.057,0.68,0.87,0.71
1.057,0.67,0.86,0.69
1.058,0.66,0.85,0.67
1.059,0.65,0.85,0.65
1.060,0.65,0.85,0.63
1.061,0.66,0.85,0.61
1.062,0.66,0.86,0.61
1.063,0.67,0.86,0.57
1.063,0.67,0.85,0.52
1.064,0.67,0.85,0.51
1.065,0.65,0.85,0.49
1.066,0.64,0.85,0.46
1.067,0.62,0.86,0.45
1.068,0.61,0.86,0.43
1.068,0.61,0.85,0.42
1.070,0.60,0.85,0.41
1.070,0.58,0.86,0.42
1.071,0.57,0.85,0.42
1.072,0.56,0.83,0.42
1.072,0.54,0.81,0.43
1.073,0.52,0.80,0.45
1.074,0.51,0.79,0.47
1.074,0.49,0.78,0.47
1.075,0.49,0.77,0.44
1.076,0.48,0.76,0.43
1.081,0.47,0.74,0.39
1.100,0.47,0.74,0.36
1.101,0.48,0.75,0.32
1.102,0.49,0.76,0.28
1.102,0.51,0.76,0.23
1.105,0.53,0.77,0.18
1.110,0.56,0.77,0.12
1.166,0.56,0.78,0.05
1.167,0.56,0.79,0.00
1.168,0.57,0.79,-0.03
1.169,0.58,0.79,-0.04
1.170,0.57,0.79,-0.03
1.170,0.54,0.80,-0.01
1.171,0.52,0.80,0.04
1.172,0.50,0.79,0.09
1.172,0.49,0.77,0.14
1.173,0.47,0.75,0.18
1.174,0.45,0.74,0.21
1.174,0.43,0.75,0.26
1.175,0.42,0.74,0.27
1.179,0.43,0.72,0.27
1.234,0.41,0.71,0.25
1.235,0.40,0.70,0.22
1.236,0.40,0.69,0.20
1.236,0.41,0.69,0.18
1.237,0.40,0.69,0.14
1.237,0.39,0.69,0.11
1.238,0.38,0.69,0.09
1.239,0.39,0.67,0.07
1.240,0.37,0.66,0.05
1.240,0.35,0.65,0.03
1.241,0.32,0.65,0.01
1.241,0.30,0.64,0.00
1.244,0.29,0.62,0.01
1.292,0.29,0.60,0.03
1.293,0.29,0.59,0.06
1.294,0.29,0.58,0.08
1.294,0.28,0.58,0.09
1.295,0.27,0.59,0.12
1.296,0.26,0.60,0.14
1.297,0.25,0.61,0.17
1.297,0.24,0.61,0.17
1.298,0.23,0.61,0.17
1.299,0.22,0.61,0.17
1.300,0.21,0.61,0.14
1.307,0.21,0.61,0.11
1.308,0.20,0.61,0.07
1.362,0.20,0.61,0.05
1.363,0.19,0.61,0.04
1.364,0.18,0.61,0.04
1.364,0.17,0.61,0.03
1.365,0.16,0.62,0.02
1.365,0.14,0.64,0.00
1.366,0.14,0.67,-0.01
1.367,0.14,0.68,-0.03
1.367,0.15,0.63,-0.04
1.368,0.15,0.57,-0.06
1.368,0.14,0.51,-0.08
1.369,0.14,0.45,-0.10
1.372,0.12,0.44,-0.12
1.378,0.11,0.48,-0.12
1.383,0.10,0.53,-0.10
1.391,0.11,0.59,-0.08
1.392,0.12,0.63,-0.06
1.447,0.12,0.64,-0.04
1.448,0.12,0.64,-0.03
1.448,0.10,0.62,-0.03
1.449,0.09,0.59,-0.05
1.449,0.08,0.57,-0.06
1.450,0.07,0.56,-0.07
1.451,0.05,0.56,-0.05
1.451,0.03,0.57,-0.02
1.452,0.02,0.58,0.00
1.452,0.01,0.58,0.03
1.453,-0.00,0.57,0.04
1.454,-0.01,0.57,0.04
1.455,-0.01,0.57,0.04
1.461,-0.00,0.57,0.04
1.473,-0.00,0.58,0.03
1.475,0.00,0.58,0.00
1.477,0.01,0.59,-0.02
1.531,0.01,0.61,-0.05
1.532,0.03,0.62,-0.07
1.532,0.05,0.63,-0.08
1.533,0.06,0.64,-0.09
1.534,0.08,0.66,-0.09
1.535,0.09,0.66,-0.09
