time,x,y,z
0.003,-0.21,0.49,0.81
0.011,-0.20,0.50,0.81
0.012,-0.18,0.49,0.84
0.017,-0.17,0.49,0.83
0.027,-0.16,0.47,0.85
0.028,-0.15,0.47,0.85
0.032,-0.12,0.49,0.88
0.037,-0.12,0.49,0.90
0.043,-0.11,0.49,0.92
0.046,-0.10,0.47,0.94
0.052,-0.09,0.45,0.93
0.063,-0.09,0.44,0.94
0.064,-0.09,0.43,0.93
0.066,-0.09,0.42,0.92
0.071,-0.11,0.43,0.92
0.095,-0.12,0.42,0.93
0.096,-0.14,0.45,0.91
0.097,-0.14,0.45,0.91
0.098,-0.15,0.44,0.91
0.099,-0.15,0.42,0.93
0.102,-0.13,0.41,0.92
0.114,-0.11,0.41,0.93
0.116,-0.07,0.38,0.95
0.117,-0.06,0.36,0.96
0.122,-0.03,0.35,1.00
0.132,-0.00,0.33,1.03
0.133,0.01,0.33,1.05
0.135,0.02,0.33,1.09
0.147,0.04,0.34,1.09
0.149,0.06,0.35,1.08
0.150,0.09,0.36,1.06
0.180,0.11,0.35,1.07
0.181,0.10,0.34,1.02
0.183,0.08,0.35,1.04
0.183,0.03,0.35,1.00
0.185,0.00,0.38,0.95
0.187,-0.02,0.39,0.92
0.193,-0.03,0.40,0.85
0.195,-0.02,0.38,0.84
0.196,0.00,0.35,0.86
0.203,-0.00,0.34,0.88
0.206,-0.01,0.34,0.94
0.215,-0.00,0.32,0.96
0.216,0.01,0.31,0.96
0.220,0.01,0.30,0.98
0.230,0.01,0.32,0.99
0.231,0.03,0.34,0.96
0.234,0.05,0.36,0.99
0.239,0.07,0.37,1.07
0.249,0.11,0.40,1.15
0.250,0.15,0.43,1.19
0.254,0.19,0.43,1.24
0.265,0.21,0.41,1.32
0.266,0.25,0.37,1.37
0.269,0.25,0.35,1.40
0.300,0.24,0.31,1.40
0.301,0.23,0.24,1.42
0.302,0.21,0.19,1.44
0.303,0.18,0.15,1.39
0.305,0.18,0.12,1.32
0.306,0.18,0.13,1.24
0.307,0.32,0.15,1.37
0.319,0.12,0.16,1.03
0.320,0.12,0.14,1.08
0.320,0.11,0.18,0.99
0.323,0.06,0.23,0.93
0.330,0.07,0.27,0.90
0.333,0.09,0.28,0.94
0.338,0.12,0.26,1.02
0.344,0.17,0.25,1.13
0.348,0.17,0.26,1.20
0.353,0.18,0.30,1.27
0.363,0.16,0.37,1.31
0.363,0.15,0.43,1.36
0.368,0.17,0.44,1.42
0.373,0.17,0.46,1.43
0.400,0.17,0.46,1.32
0.402,0.16,0.44,1.30
0.403,0.14,0.41,1.21
0.404,0.10,0.36,1.14
0.405,0.08,0.29,1.03
0.407,0.07,0.21,1.00
0.407,0.06,0.12,0.97
0.417,0.08,0.06,0.97
0.418,0.11,0.05,0.99
0.422,0.12,0.08,1.09
0.431,0.14,0.18,1.18
0.433,0.15,0.28,1.21
0.436,0.14,0.39,1.16
0.446,0.13,0.43,1.14
0.447,0.14,0.42,1.12
0.452,0.16,0.45,1.07
0.463,0.20,0.45,1.04
0.464,0.25,0.43,1.00
0.466,0.28,0.39,0.93
0.471,0.28,0.35,0.92
0.491,0.26,0.32,0.85
0.492,0.22,0.30,0.83
0.493,0.20,0.24,0.73
0.493,0.21,0.20,0.70
0.509,0.23,0.17,0.69
0.511,0.24,0.15,0.68
0.511,0.25,0.18,0.73
0.512,0.22,0.19,0.73
0.526,0.22,0.19,0.71
0.527,0.21,0.20,0.69
0.528,0.20,0.23,0.65
0.530,0.15,0.25,0.62
0.535,0.11,0.26,0.58
0.541,0.07,0.24,0.54
0.552,0.06,0.23,0.49
0.553,0.07,0.23,0.43
0.555,0.11,0.25,0.38
0.561,0.14,0.26,0.31
0.572,0.18,0.30,0.24
0.572,0.22,0.29,0.18
0.592,0.25,0.26,0.11
0.594,0.28,0.22,0.08
0.595,0.33,0.20,0.05
0.595,0.35,0.20,0.03
0.597,0.32,0.20,0.03
0.599,0.26,0.20,0.03
0.604,0.22,0.18,0.03
0.615,0.19,0.17,-0.01
0.615,0.17,0.13,-0.02
0.619,0.13,0.11,-0.02
0.627,0.08,0.10,-0.07
0.637,0.02,0.10,-0.15
0.639,-0.01,0.06,-0.23
0.641,-0.06,0.00,-0.30
0.651,-0.16,-0.06,-0.31
0.652,-0.25,-0.07,-0.33
0.654,-0.36,-0.07,-0.38
0.684,-0.46,-0.05,-0.50
0.685,-0.54,-0.04,-0.63
0.686,-0.58,-0.09,-0.73
0.688,-0.58,-0.17,-0.81
0.691,-0.53,-0.25,-0.92
0.692,-0.45,-0.34,-1.02
0.693,-0.34,-0.43,-1.10
0.694,-0.26,-0.49,-1.16
0.702,-0.19,-0.50,-1.19
0.704,-0.13,-0.53,-1.24
0.715,-0.05,-0.54,-1.33
0.716,-0.01,-0.52,-1.39
0.718,0.01,-0.47,-1.48
0.723,0.04,-0.44,-1.56
