time,x,y,z
0.001,-0.26,0.57,0.82
0.010,-0.25,0.56,0.83
0.011,-0.22,0.55,0.83
0.016,-0.20,0.55,0.86
0.024,-0.17,0.56,0.89
0.026,-0.16,0.55,0.90
0.031,-0.17,0.53,0.91
0.036,-0.15,0.53,0.91
0.041,-0.17,0.52,0.93
0.045,-0.17,0.53,0.94
0.050,-0.19,0.53,0.92
0.091,-0.20,0.52,0.91
0.092,-0.22,0.52,0.87
0.092,-0.23,0.52,0.85
0.093,-0.22,0.52,0.85
0.093,-0.22,0.53,0.84
0.094,-0.23,0.54,0.82
0.094,-0.23,0.53,0.80
0.095,-0.22,0.55,0.81
0.096,-0.22,0.54,0.82
0.100,-0.22,0.54,0.82
0.107,-0.21,0.54,0.82
0.110,-0.20,0.54,0.83
0.115,-0.19,0.53,0.84
0.124,-0.18,0.53,0.86
0.125,-0.17,0.53,0.85
0.129,-0.18,0.53,0.85
0.134,-0.18,0.54,0.85
0.140,-0.19,0.53,0.85
0.144,-0.19,0.54,0.85
0.149,-0.19,0.53,0.83
0.187,-0.19,0.53,0.83
0.188,-0.17,0.53,0.84
0.188,-0.17,0.52,0.82
0.189,-0.15,0.53,0.83
0.189,-0.16,0.53,0.82
0.190,-0.17,0.53,0.81
0.190,-0.16,0.54,0.81
0.191,-0.16,0.55,0.81
0.194,-0.16,0.55,0.82
0.199,-0.14,0.55,0.84
0.207,-0.13,0.54,0.87
0.209,-0.12,0.54,0.88
0.213,-0.10,0.53,0.87
0.218,-0.09,0.52,0.89
0.224,-0.09,0.50,0.88
0.228,-0.08,0.50,0.90
0.233,-0.10,0.48,0.87
0.271,-0.12,0.48,0.87
0.272,-0.13,0.48,0.88
0.272,-0.14,0.47,0.86
0.273,-0.13,0.50,0.82
0.274,-0.13,0.49,0.80
0.274,-0.12,0.50,0.77
0.275,-0.13,0.49,0.76
0.275,-0.13,0.47,0.75
0.278,-0.10,0.48,0.72
0.283,-0.08,0.47,0.69
0.290,-0.05,0.46,0.72
0.293,-0.05,0.43,0.71
0.297,-0.03,0.41,0.70
0.302,-0.03,0.41,0.71
0.308,-0.04,0.40,0.77
0.312,-0.05,0.39,0.81
0.317,-0.06,0.38,0.84
0.324,-0.09,0.39,0.85
0.331,-0.08,0.39,0.89
0.332,-0.07,0.38,0.92
0.347,-0.06,0.37,0.97
0.348,-0.02,0.34,0.95
0.348,0.02,0.36,0.97
0.352,-0.00,0.35,0.93
0.388,-0.05,0.46,0.88
0.389,-0.01,0.42,0.83
0.389,0.01,0.40,0.79
0.390,0.02,0.37,0.81
0.390,0.05,0.34,0.81
0.390,0.10,0.32,0.83
0.391,0.11,0.30,0.84
0.392,0.13,0.30,0.87
0.396,0.13,0.28,0.91
0.401,0.15,0.31,0.97
0.407,0.14,0.35,1.01
0.411,0.12,0.37,1.12
0.416,0.11,0.39,1.25
0.424,0.10,0.42,1.35
0.426,0.10,0.43,1.56
0.431,0.08,0.42,1.77
0.484,0.10,0.41,1.91
0.484,0.09,0.46,1.84
0.486,0.06,0.50,1.69
0.486,0.04,0.48,1.66
0.487,0.12,0.37,1.70
0.487,0.20,0.20,1.73
0.488,0.22,0.02,1.75
0.488,0.20,-0.16,1.75
0.489,0.18,-0.25,1.68
0.489,0.15,-0.30,1.59
0.490,0.13,-0.30,1.48
0.490,0.15,-0.31,1.46
