time,x,y,z
0.004,-0.01,0.06,1.09
0.014,-0.01,0.06,1.10
0.015,-0.01,0.06,1.09
0.018,-0.02,0.06,1.09
0.023,-0.02,0.07,1.07
0.030,-0.03,0.07,1.05
0.032,-0.03,0.08,1.04
0.037,-0.03,0.08,1.03
0.047,-0.04,0.07,1.03
0.048,-0.04,0.07,1.02
0.053,-0.03,0.07,1.02
0.058,-0.03,0.07,1.01
0.108,-0.03,0.07,1.02
0.109,-0.03,0.07,1.02
0.110,-0.03,0.07,1.02
0.111,-0.03,0.07,1.02
0.111,-0.03,0.07,1.02
0.112,-0.03,0.06,1.01
0.112,-0.03,0.06,1.00
0.113,-0.03,0.06,1.00
0.113,-0.03,0.07,1.00
0.114,-0.03,0.07,1.00
0.115,-0.03,0.07,1.01
0.117,-0.03,0.07,1.01
0.122,-0.04,0.07,1.01
0.130,-0.03,0.06,1.02
0.131,-0.04,0.07,1.02
0.137,-0.04,0.07,1.02
0.148,-0.04,0.07,1.02
0.149,-0.04,0.07,1.04
0.151,-0.03,0.07,1.04
0.156,-0.03,0.07,1.06
0.217,-0.03,0.06,1.07
0.218,-0.03,0.06,1.06
0.218,-0.03,0.06,1.06
0.219,-0.03,0.06,1.05
0.220,-0.04,0.05,1.03
0.221,-0.04,0.05,1.02
0.221,-0.04,0.06,1.01
0.222,-0.03,0.06,1.01
0.223,-0.03,0.06,1.01
0.224,-0.03,0.06,1.01
0.224,-0.03,0.06,1.02
0.225,-0.04,0.06,1.03
0.226,-0.04,0.06,1.04
0.227,-0.04,0.06,1.04
0.234,-0.04,0.05,1.04
0.235,-0.04,0.05,1.04
0.247,-0.04,0.05,1.04
0.248,-0.04,0.05,1.04
0.251,-0.03,0.05,1.04
0.255,-0.03,0.04,1.03
0.311,-0.03,0.04,1.03
0.312,-0.03,0.04,1.03
0.313,-0.03,0.04,1.03
0.313,-0.02,0.04,1.03
0.314,-0.02,0.04,1.03
0.315,-0.02,0.04,1.03
0.316,-0.02,0.03,1.03
0.316,-0.02,0.03,1.03
0.317,-0.03,0.03,1.03
0.318,-0.03,0.02,1.03
0.319,-0.03,0.02,1.02
0.319,-0.03,0.02,1.02
0.320,-0.03,0.03,1.02
0.329,-0.03,0.03,1.02
0.330,-0.03,0.03,1.02
0.335,-0.03,0.04,1.03
0.339,-0.03,0.03,1.03
0.346,-0.02,0.03,1.02
0.348,-0.03,0.02,1.02
0.354,-0.03,0.02,1.02
0.406,-0.04,0.02,1.02
0.407,-0.05,0.02,1.01
0.408,-0.06,0.02,1.01
0.409,-0.06,0.02,1.01
0.409,-0.07,0.03,1.01
0.410,-0.07,0.04,1.02
0.411,-0.06,0.05,1.02
0.411,-0.06,0.06,1.01
0.412,-0.06,0.07,1.01
0.413,-0.06,0.08,1.01
0.413,-0.06,0.10,1.01
0.414,-0.07,0.12,1.01
0.417,-0.08,0.13,1.01
0.429,-0.09,0.15,1.01
0.430,-0.10,0.16,1.02
0.433,-0.11,0.18,1.03
0.438,-0.11,0.20,1.03
0.447,-0.12,0.22,1.04
0.448,-0.12,0.24,1.05
0.453,-0.13,0.26,1.06
0.499,-0.13,0.28,1.08
0.500,-0.13,0.30,1.09
0.501,-0.12,0.32,1.10
0.502,-0.12,0.34,1.11
0.502,-0.11,0.37,1.11
0.503,-0.10,0.39,1.10
0.504,-0.10,0.42,1.09
0.505,-0.09,0.45,1.08
0.506,-0.08,0.47,1.07
0.507,-0.07,0.50,1.07
0.508,-0.06,0.52,1.06
0.516,-0.05,0.54,1.07
0.517,-0.04,0.55,1.07
0.522,-0.03,0.57,1.07
0.530,-0.03,0.58,1.08
0.532,-0.02,0.59,1.09
0.536,-0.02,0.60,1.10
0.546,-0.02,0.61,1.10
0.547,-0.02,0.61,1.11
0.551,-0.01,0.61,1.12
0.601,-0.01,0.61,1.13
0.602,-0.00,0.61,1.14
0.602,0.00,0.60,1.15
0.603,0.01,0.59,1.16
0.604,0.02,0.58,1.15
0.605,0.02,0.57,1.15
0.606,0.03,0.56,1.14
0.606,0.03,0.55,1.13
0.607,0.03,0.55,1.12
0.608,0.02,0.54,1.12
0.609,0.01,0.53,1.12
0.616,-0.01,0.53,1.13
0.617,-0.02,0.51,1.14
0.620,-0.02,0.50,1.14
0.734,-0.03,0.49,1.15
0.735,-0.03,0.48,1.14
0.735,-0.02,0.47,1.14
0.736,-0.02,0.45,1.14
0.737,-0.01,0.43,1.12
0.737,0.01,0.42,1.10
0.743,0.02,0.41,1.07
0.744,0.04,0.40,1.04
0.744,0.06,0.38,1.02
0.745,0.08,0.37,0.99
0.745,0.10,0.36,0.97
0.746,0.12,0.34,0.96
0.747,0.13,0.33,0.96
0.747,0.13,0.31,0.96
0.754,0.12,0.29,0.97
0.754,0.11,0.27,0.99
0.755,0.08,0.24,1.01
0.756,0.05,0.22,1.02
0.756,0.04,0.19,1.02
0.757,0.04,0.16,1.01
0.758,0.04,0.13,1.00
0.759,0.05,0.10,1.00
0.759,0.07,0.07,0.99
0.760,0.09,0.04,0.97
0.761,0.11,0.00,0.96
0.761,0.13,-0.04,0.96
0.762,0.15,-0.09,0.94
0.772,0.16,-0.14,0.94
0.774,0.16,-0.18,0.93
0.775,0.15,-0.23,0.93
0.776,0.12,-0.27,0.94
0.791,0.09,-0.31,0.95
0.792,0.04,-0.34,0.96
0.793,-0.00,-0.37,0.97
0.793,-0.04,-0.40,0.99
0.798,-0.07,-0.43,1.01
0.803,-0.10,-0.47,1.03
0.811,-0.11,-0.51,1.04
0.813,-0.12,-0.54,1.04
0.818,-0.11,-0.57,1.04
0.873,-0.10,-0.59,1.04
0.874,-0.08,-0.61,1.03
0.875,-0.04,-0.64,1.02
0.875,0.00,-0.65,1.01
0.876,0.04,-0.67,0.99
0.877,0.07,-0.66,0.97
0.877,0.09,-0.65,0.96
0.878,0.09,-0.64,0.96
0.879,0.08,-0.63,0.96
0.880,0.07,-0.62,0.96
0.880,0.05,-0.61,0.97
0.881,0.02,-0.61,0.99
0.882,-0.00,-0.60,1.02
0.887,-0.03,-0.60,1.05
0.895,-0.05,-0.60,1.08
0.900,-0.08,-0.61,1.11
0.903,-0.10,-0.61,1.14
0.953,-0.11,-0.60,1.15
0.954,-0.11,-0.59,1.17
0.956,-0.10,-0.58,1.17
0.957,-0.08,-0.56,1.17
0.958,-0.04,-0.54,1.16
0.958,-0.01,-0.51,1.16
0.959,0.03,-0.47,1.14
0.960,0.07,-0.44,1.12
0.961,0.11,-0.40,1.09
0.962,0.15,-0.35,1.07
0.962,0.18,-0.31,1.05
0.963,0.20,-0.26,1.03
0.980,0.22,-0.23,1.02
0.980,0.23,-0.20,1.01
0.981,0.23,-0.18,1.01
0.982,0.23,-0.15,1.02
0.987,0.22,-0.14,1.03
1.026,0.20,-0.12,1.04
1.027,0.17,-0.12,1.06
1.027,0.14,-0.12,1.07
1.028,0.11,-0.13,1.08
1.029,0.08,-0.14,1.09
1.029,0.06,-0.14,1.09
1.030,0.04,-0.15,1.09
1.031,0.02,-0.15,1.09
1.031,0.01,-0.15,1.09
1.036,-0.00,-0.14,1.10
1.045,0.00,-0.12,1.11
1.046,0.01,-0.09,1.11
1.051,0.03,-0.07,1.11
1.059,0.06,-0.04,1.11
1.061,0.08,-0.02,1.10
1.066,0.11,-0.00,1.10
1.071,0.14,0.01,1.08
1.117,0.16,0.03,1.07
1.118,0.17,0.03,1.07
1.119,0.16,0.04,1.06
1.120,0.15,0.04,1.05
1.121,0.13,0.03,1.05
1.121,0.10,0.02,1.05
1.122,0.07,0.01,1.05
1.123,0.04,0.01,1.05
1.124,0.00,-0.01,1.05
1.131,-0.02,-0.01,1.05
1.132,-0.05,-0.02,1.05
1.132,-0.06,-0.02,1.06
1.142,-0.08,-0.02,1.07
1.143,-0.09,-0.03,1.08
1.145,-0.09,-0.03,1.08
1.150,-0.09,-0.02,1.08
1.161,-0.09,-0.01,1.08
1.162,-0.10,0.00,1.08
1.165,-0.11,0.02,1.08
1.170,-0.12,0.03,1.07
1.241,-0.14,0.04,1.07
1.242,-0.17,0.06,1.06
1.243,-0.19,0.06,1.06
1.243,-0.21,0.07,1.06
1.244,-0.24,0.07,1.06
