time,x,y,z
0.000,0.03,0.10,1.08
0.007,0.03,0.10,1.08
0.017,0.03,0.09,1.08
0.018,0.03,0.10,1.06
0.020,0.02,0.09,1.05
0.025,0.00,0.09,1.03
0.072,0.00,0.09,1.02
0.073,0.01,0.08,1.01
0.074,0.00,0.08,1.00
0.074,0.00,0.08,1.00
0.075,-0.00,0.08,1.00
0.076,-0.01,0.08,1.00
0.076,-0.01,0.09,1.01
0.077,-0.01,0.09,1.02
0.078,0.00,0.09,1.05
0.079,0.01,0.09,1.06
0.080,0.02,0.10,1.07
0.087,0.02,0.09,1.06
0.091,0.01,0.09,1.06
0.100,0.01,0.09,1.06
0.101,0.01,0.09,1.06
0.106,0.01,0.08,1.07
0.115,0.02,0.08,1.08
0.116,0.02,0.08,1.08
0.121,0.02,0.08,1.07
0.125,0.02,0.08,1.06
0.182,0.01,0.08,1.06
0.191,0.00,0.09,1.04
0.192,-0.01,0.09,1.03
0.193,-0.01,0.09,1.02
0.194,-0.00,0.09,1.02
0.195,0.00,0.09,1.03
0.197,0.01,0.09,1.03
0.197,0.01,0.08,1.04
0.198,0.00,0.09,1.05
0.199,-0.01,0.09,1.05
0.200,-0.01,0.09,1.05
0.201,-0.01,0.09,1.04
0.201,-0.01,0.09,1.03
0.202,-0.02,0.09,1.02
0.202,-0.02,0.09,1.01
0.215,-0.02,0.09,1.02
0.216,-0.01,0.09,1.02
0.217,-0.01,0.09,1.02
0.219,-0.01,0.09,1.02
0.223,-0.02,0.09,1.02
0.233,-0.02,0.09,1.03
0.234,-0.03,0.09,1.05
0.239,-0.03,0.08,1.07
0.298,-0.03,0.08,1.08
0.299,-0.02,0.08,1.08
0.300,-0.02,0.08,1.07
0.300,-0.02,0.08,1.06
0.301,-0.03,0.08,1.05
0.302,-0.04,0.08,1.03
0.303,-0.03,0.09,1.02
0.303,-0.02,0.10,1.00
0.304,-0.01,0.11,1.00
0.305,-0.01,0.12,1.00
0.305,-0.01,0.13,1.01
0.306,-0.01,0.14,1.01
0.307,-0.01,0.14,1.01
0.308,-0.01,0.14,1.01
0.316,-0.01,0.14,1.00
0.317,-0.01,0.14,1.00
0.322,-0.01,0.14,0.99
0.329,-0.01,0.14,0.99
0.380,-0.01,0.15,0.98
0.381,-0.02,0.15,0.98
0.381,-0.03,0.17,0.97
0.382,-0.04,0.18,0.96
0.383,-0.04,0.20,0.95
0.383,-0.03,0.21,0.95
0.384,-0.02,0.21,0.96
0.385,-0.02,0.22,0.97
0.385,-0.02,0.23,0.97
0.386,-0.01,0.24,0.99
0.386,-0.00,0.25,1.03
0.387,-0.00,0.26,1.07
0.392,-0.00,0.27,1.11
0.403,-0.01,0.28,1.12
0.404,-0.01,0.30,1.14
0.406,-0.01,0.31,1.14
0.419,-0.01,0.33,1.14
0.421,-0.02,0.35,1.12
0.422,-0.02,0.37,1.09
0.426,-0.02,0.39,1.07
0.481,-0.02,0.41,1.05
0.482,-0.02,0.42,1.04
0.482,-0.02,0.44,1.03
0.483,-0.02,0.45,1.03
0.484,-0.03,0.46,1.02
0.484,-0.03,0.48,1.03
0.485,-0.04,0.49,1.04
0.486,-0.04,0.50,1.04
0.486,-0.04,0.51,1.05
