time,x,y,z
0.002,0.01,0.05,1.04
0.007,-0.00,0.05,1.04
0.016,0.00,0.04,1.04
0.017,0.01,0.04,1.05
0.022,0.01,0.04,1.06
0.032,0.01,0.04,1.06
0.033,0.01,0.04,1.07
0.037,0.00,0.04,1.06
0.049,-0.01,0.04,1.05
0.049,-0.03,0.04,1.04
0.052,-0.03,0.04,1.04
0.057,-0.03,0.03,1.04
0.122,-0.02,0.03,1.04
0.123,-0.02,0.03,1.04
0.123,-0.02,0.04,1.04
0.124,-0.01,0.04,1.03
0.125,-0.01,0.03,1.02
0.126,-0.00,0.03,1.02
0.126,-0.01,0.03,1.03
0.127,-0.01,0.03,1.04
0.128,-0.02,0.03,1.05
0.129,-0.03,0.03,1.05
0.130,-0.03,0.04,1.04
0.130,-0.04,0.04,1.04
0.131,-0.03,0.04,1.05
0.132,-0.03,0.04,1.05
0.133,-0.02,0.04,1.04
0.145,-0.01,0.04,1.04
0.146,-0.00,0.04,1.04
0.147,0.00,0.04,1.04
0.151,0.00,0.05,1.03
0.155,0.00,0.05,1.03
0.282,0.01,0.04,1.03
0.283,0.01,0.05,1.03
0.284,0.01,0.04,1.02
0.284,0.01,0.05,1.03
0.285,0.01,0.05,1.04
0.285,0.01,0.05,1.04
0.286,0.01,0.04,1.03
0.287,0.01,0.04,1.03
0.288,-0.00,0.04,1.03
0.288,-0.01,0.04,1.02
0.289,-0.01,0.03,1.02
0.289,-0.01,0.03,1.02
0.290,-0.01,0.03,1.02
0.291,-0.01,0.03,1.02
0.291,-0.02,0.03,1.02
0.292,-0.02,0.04,1.02
0.293,-0.02,0.04,1.02
0.294,-0.01,0.04,1.03
0.294,0.01,0.04,1.04
0.295,0.02,0.04,1.05
0.295,0.03,0.04,1.05
0.296,0.03,0.04,1.06
0.297,0.02,0.04,1.06
0.297,0.01,0.05,1.06
0.298,0.01,0.05,1.07
0.299,0.02,0.06,1.07
0.299,0.03,0.05,1.10
0.300,0.03,0.06,1.14
0.369,0.03,0.06,1.19
0.369,0.02,0.07,1.25
0.370,-0.01,0.09,1.41
0.370,-0.03,0.10,1.48
0.371,-0.05,0.11,1.55
0.372,-0.06,0.11,1.61
0.372,-0.08,0.11,1.65
0.373,-0.09,0.11,1.69
0.374,-0.10,0.10,1.73
0.375,-0.10,0.10,1.76
0.375,-0.10,0.12,1.79
0.376,-0.10,0.13,1.82
0.377,-0.11,0.13,1.83
0.377,-0.11,0.15,1.85
0.378,-0.11,0.18,1.88
0.378,-0.10,0.22,1.90
0.379,-0.09,0.25,1.91
0.427,-0.08,0.27,1.91
0.428,-0.06,0.29,1.91
0.429,-0.06,0.31,1.91
0.431,-0.06,0.33,1.91
0.431,-0.06,0.34,1.93
0.432,-0.07,0.36,1.96
0.433,-0.07,0.37,2.00
0.434,-0.07,0.37,2.00
0.434,-0.06,0.36,2.00
0.436,-0.05,0.34,2.00
0.437,-0.03,0.32,2.00
0.438,-0.00,0.30,2.00
0.443,0.02,0.29,2.00
0.531,0.03,0.29,2.00
0.532,0.03,0.29,1.99
0.533,0.02,0.29,1.96
0.534,0.02,0.28,1.92
0.534,0.03,0.27,1.89
0.535,0.05,0.25,1.85
0.536,0.07,0.22,1.81
0.537,0.09,0.20,1.76
0.537,0.10,0.18,1.71
0.538,0.13,0.16,1.67
0.539,0.13,0.14,1.61
0.540,0.09,0.09,1.52
0.541,0.07,0.10,1.47
0.541,0.08,0.11,1.47
0.542,0.11,0.10,1.48
0.543,0.09,0.06,1.44
0.544,0.05,0.02,1.38
0.544,0.02,0.01,1.33
0.545,0.03,0.01,1.31
0.546,0.03,0.00,1.29
0.546,0.03,-0.01,1.26
0.550,0.00,-0.02,1.22
0.627,-0.01,-0.03,1.19
0.628,-0.00,-0.03,1.15
0.629,0.03,-0.03,1.10
0.630,0.07,-0.03,1.04
0.630,0.10,-0.02,0.99
0.631,0.13,-0.02,0.94
0.632,0.16,-0.01,0.87
0.633,0.18,0.01,0.81
0.634,0.19,0.03,0.77
0.634,0.20,0.04,0.74
0.635,0.21,0.04,0.69
0.635,0.22,0.04,0.63
0.636,0.24,0.04,0.56
0.636,0.24,0.05,0.50
0.637,0.23,0.07,0.45
0.637,0.20,0.09,0.41
0.638,0.16,0.09,0.38
