time,x,y,z
0.004,-0.04,0.05,1.03
0.005,-0.01,0.05,1.06
0.008,0.01,0.05,1.08
0.014,0.00,0.05,1.08
0.018,-0.01,0.05,1.07
0.023,-0.02,0.06,1.06
0.030,-0.02,0.06,1.04
0.033,-0.03,0.06,1.03
0.038,-0.02,0.06,1.01
0.047,-0.01,0.06,1.01
0.048,-0.01,0.06,1.02
0.052,-0.01,0.06,1.02
0.057,-0.01,0.05,1.01
0.098,-0.02,0.05,1.01
0.099,-0.03,0.05,1.01
0.100,-0.03,0.05,1.01
0.100,-0.03,0.04,1.01
0.100,-0.04,0.04,1.02
0.101,-0.04,0.04,1.03
0.101,-0.05,0.05,1.04
0.102,-0.04,0.04,1.05
0.102,-0.04,0.04,1.06
0.107,-0.03,0.04,1.07
0.112,-0.02,0.04,1.09
0.117,-0.03,0.04,1.09
0.122,-0.04,0.04,1.08
0.129,-0.04,0.04,1.06
0.136,-0.04,0.04,1.05
0.137,-0.04,0.04,1.03
0.151,-0.03,0.04,1.02
0.152,-0.01,0.05,1.02
0.153,-0.00,0.06,1.04
0.156,-0.01,0.06,1.05
0.192,-0.01,0.07,1.07
0.193,-0.02,0.07,1.08
0.193,-0.03,0.07,1.09
0.193,-0.03,0.07,1.09
0.194,-0.04,0.07,1.09
0.194,-0.04,0.07,1.09
0.195,-0.04,0.07,1.09
0.199,-0.05,0.08,1.09
0.201,-0.06,0.08,1.09
0.206,-0.06,0.08,1.10
0.212,-0.06,0.08,1.11
0.216,-0.05,0.09,1.13
0.220,-0.04,0.10,1.14
0.229,-0.03,0.09,1.16
0.230,-0.03,0.08,1.18
0.235,-0.03,0.08,1.18
0.240,-0.04,0.09,1.20
0.246,-0.04,0.10,1.21
0.250,-0.02,0.11,1.23
0.255,-0.01,0.11,1.25
0.288,-0.01,0.12,1.28
0.288,-0.01,0.13,1.31
0.289,-0.01,0.14,1.34
0.289,-0.00,0.15,1.38
0.290,-0.00,0.16,1.43
0.290,0.00,0.17,1.47
